"area_id","item_id","main_type","mid_type","sub_type","price","price_text","item_state","user_name","user_url","delivery_charge_burden","delivery_method","shipment_date_criterion",
"2","m44611971921","家電・スマホ・カメラ","カメラ","フィルムカメラ","1600","¥ 1,600","傷や汚れあり","ばるたん","https://www.mercari.com/jp/u/117230997/","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"2","m64747071394","エンタメ・ホビー","本","趣味/スポーツ/実用","400","¥ 400","目立った傷や汚れなし","ぱっそ","https://www.mercari.com/jp/u/173564059/","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"2","m24034722590","エンタメ・ホビー","本","文学/小説","380","¥ 380","目立った傷や汚れなし","阿部さん","https://www.mercari.com/jp/u/503836162/","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
"2","m29583026727","エンタメ・ホビー","タレントグッズ","アイドル","1234567","¥ 1,234,567","目立った傷や汚れなし","R","https://www.mercari.com/jp/u/846883607/","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"2","m59766284373","エンタメ・ホビー","タレントグッズ","アイドル","1000","¥ 1,000","やや傷や汚れあり","あ♡","https://www.mercari.com/jp/u/810644029/","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m13306302247","スポーツ・レジャー","スノーボード","ボード","35000","¥ 35,000","やや傷や汚れあり","Rittan","https://www.mercari.com/jp/u/619245533/","着払い(購入者負担)","未定","4~7日で発送",
"2","m20258637133","エンタメ・ホビー","コレクション","切手/官製はがき","1500","¥ 1,500","やや傷や汚れあり","ぱっそ","https://www.mercari.com/jp/u/173564059/","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"2","m46376665891","レディース","トップス","カーディガン/ボレロ","1800","¥ 1,800","未使用に近い","ざわ","https://www.mercari.com/jp/u/188688036/","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"2","m39346852978","ベビー・キッズ","子ども用ファッション小物","エプロン","1250","¥ 1,250","新品、未使用","☆scrunchy☆","https://www.mercari.com/jp/u/715111406/","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m43526792639","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","3500","¥ 3,500","未使用に近い","あんこもち","https://www.mercari.com/jp/u/802218209/","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
